domain,phylum,class,order,family,genus,species,acronym,exists_in_registry,gram_stain,microorganism_code,microorganism_name
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,adecarboxylata,LECL_ADEC,True,,Leclercia adecarboxylata,Leclercia adecarboxylata
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,species,LEPT_SPEC,False,n,Leptotrichia species,Leptotrichia species
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,trevisanii,LEPT_TREV,True,n,Leptotrichia trevisanii,Leptotrichia trevisanii
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,species,LEUC_SPEC,False,,Leuconostoc species,Leuconostoc species
Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,monocytogenes,LIST_MONO,True,p,Listeria monocytogenes,Listeria monocytogenes
,,,,,Mixed,bacterial flora,MIXE_BACT,False,,Mixed bacterial flora,Mixed bacterial flora
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,catarrhalis,MORA_CATA,True,n,Moraxella catarrhalis,Moraxella catarrhalis
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,nonliquifaciens ,MORA_NONLI,False,n,Moraxella nonliquifaciens ,Moraxella nonliquifaciens 
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,osloensis,MORA_OSLO,True,n,Moraxella osloensis,Moraxella osloensis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,morganii,MORG_MORG,True,n,Morganella morganii,Morganella morganii
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,gonorrhoeae,NEIS_GONO,True,n,Neisseria gonorrhoeae,Neisseria gonorrhoeae
,,,,,"Non-Fermenter,",not pseudomonas aeruginosa,N_N_P_A,False,,"Non-fermenter, not pseudomonas aeruginosa","Non-fermenter, not pseudomonas aeruginosa"
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,anthropi,OCHR_ANTH,True,,Ochrobactrum anthropi,Ochrobactrum anthropi
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,intermedium,OCHR_INTE,True,,Ochrobactrum intermedium,Ochrobactrum intermedium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,species,OCHR_SPEC,False,,Ochrobactrum species,Ochrobactrum species
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,species,PAEN_SPEC,False,,Paenibacillus species,Paenibacillus species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,(enterobacter) agglomerans,PANT_(ENT,False,,Pantoea (enterobacter) agglomerans,Pantoea (enterobacter) agglomerans
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,species,PANT_SPEC,False,,Pantoea species,Pantoea species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Pasteurella,canis,PAST_CANI,True,,Pasteurella canis,Pasteurella canis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Pasteurella,multocida,PAST_MULT,True,,Pasteurella multocida,Pasteurella multocida
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Pasteurella,species,PAST_SPEC,False,,Pasteurella species,Pasteurella species
Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus,(peptostreptococcus) species,PEPT_(PEP,False,,Peptoniphilus (peptostreptococcus) species,Peptoniphilus (peptostreptococcus) species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,shigelloides,PLES_SHIG,True,n,Plesiomonas shigelloides,Plesiomonas shigelloides
,,,,,Positive,for group b beta streptococci,P_F_G_B_B_S,False,,Positive for group b beta streptococci,Positive for group b beta streptococci
,,,,,Positive,for methicillin resistant staph aureus,P_F_M_R_S_A,False,,Positive for methicillin resistant staph aureus,Positive for methicillin resistant staph aureus
,,,,,Presumptive,gardnerella vaginalis,PRES_GARD,False,,Presumptive gardnerella vaginalis,Presumptive gardnerella vaginalis
,,,,,Presumptive,peptostreptococcus species,PRES_PEPT,False,,Presumptive peptostreptococcus species,Presumptive peptostreptococcus species
,,,,,Presumptive,streptococcus bovis,PRES_STRE,False,,Presumptive streptococcus bovis,Presumptive streptococcus bovis
,,,,,Presumptive,veillonella species,PRES_VEIL,False,,Presumptive veillonella species,Presumptive veillonella species
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,species,PREV_SPEC,False,,Prevotella species,Prevotella species
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,acnes,PROP_ACNE,True,p,Propionibacterium acnes,Propionibacterium acnes
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,species,PROP_SPEC,False,p,Propionibacterium species,Propionibacterium species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,hauseri,PROT_HAUS,True,n,Proteus hauseri,Proteus hauseri
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,mirabilis,PROT_MIRA,True,n,Proteus mirabilis,Proteus mirabilis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,penneri,PROT_PENN,True,n,Proteus penneri,Proteus penneri
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,species,PROT_SPEC,False,n,Proteus species,Proteus species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,vulgaris,PROT_VULG,True,n,Proteus vulgaris,Proteus vulgaris
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,vulgaris group,PROT_VULGA,False,n,Proteus vulgaris group,Proteus vulgaris group
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Providencia,rettgeri,PROV_RETT,True,,Providencia rettgeri,Providencia rettgeri
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Providencia,species,PROV_SPEC,False,,Providencia species,Providencia species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Providencia,stuartii,PROV_STUA,True,,Providencia stuartii,Providencia stuartii
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,aeruginosa,PSEU_AERU,True,n,Pseudomonas aeruginosa,Pseudomonas aeruginosa
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fluorescens,PSEU_FLUO,True,n,Pseudomonas fluorescens,Pseudomonas fluorescens
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,luteola,PSEU_LUTEO,True,n,Pseudomonas luteola,Pseudomonas luteola
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,mendocina,PSEU_MEND,True,n,Pseudomonas mendocina,Pseudomonas mendocina
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,oryzihabitans,PSEU_ORYZI,True,n,Pseudomonas oryzihabitans,Pseudomonas oryzihabitans
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,putida ,PSEU_PUTID,False,n,Pseudomonas putida ,Pseudomonas putida 
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,species,PSEU_SPEC,False,n,Pseudomonas species,Pseudomonas species
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri,PSEU_STUT,True,n,Pseudomonas stutzeri,Pseudomonas stutzeri
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,ornithinolytica,RAOU_ORNI,True,,Raoultella ornithinolytica,Raoultella ornithinolytica
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,planticola,RAOU_PLAN,True,,Raoultella planticola,Raoultella planticola
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,radiobacter,RHIZ_RADI,True,n,Rhizobium radiobacter,Rhizobium radiobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,species,ROSE_SPEC,False,,Roseomonas species,Roseomonas species
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,dentocariosa,ROTH_DENT,True,p,Rothia dentocariosa,Rothia dentocariosa
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa,ROTH_MUCI,True,,Rothia mucilaginosa,Rothia mucilaginosa
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,agona,SALM_AGON,False,n,Salmonella agona,Salmonella agona
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,dublin,SALM_DUBL,False,n,Salmonella dublin,Salmonella dublin
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,enteritidis,SALM_ENTER,False,n,Salmonella enteritidis,Salmonella enteritidis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,javiana,SALM_JAVI,False,n,Salmonella javiana,Salmonella javiana
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,montevideo,SALM_MONT,False,n,Salmonella montevideo,Salmonella montevideo
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,newport,SALM_NEWP,False,n,Salmonella newport,Salmonella newport
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,sandiego,SALM_SAND,False,n,Salmonella sandiego,Salmonella sandiego
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,species,SALM_SPEC,False,n,Salmonella species,Salmonella species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,telelkebir,SALM_TELE,False,n,Salmonella telelkebir,Salmonella telelkebir
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,typhi,SALM_TYPH,False,n,Salmonella typhi,Salmonella typhi
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,typhimurium,SALM_TYPHI,False,n,Salmonella typhimurium,Salmonella typhimurium
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,fonticola,SERR_FONT,True,n,Serratia fonticola,Serratia fonticola
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,liquefaciens,SERR_LIQU,True,n,Serratia liquefaciens,Serratia liquefaciens
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,marcescens,SERR_MARC,True,n,Serratia marcescens,Serratia marcescens
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,odorifera,SERR_ODOR,True,n,Serratia odorifera,Serratia odorifera
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,rubidaea,SERR_RUBI,True,n,Serratia rubidaea,Serratia rubidaea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,species,SERR_SPEC,False,n,Serratia species,Serratia species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,algae,SHEW_ALGA,True,,Shewanella algae,Shewanella algae
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,species,SHEW_SPEC,False,,Shewanella species,Shewanella species
,,,,,Shigella,flexneri,SHIG_FLEX,True,n,Shigella flexneri,Shigella flexneri
,,,,,Shigella,sonnei,SHIG_SONN,True,n,Shigella sonnei,Shigella sonnei
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,paucimobilis,SPHI_PAUCI,True,,Sphingomonas paucimobilis,Sphingomonas paucimobilis
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,species,SPHI_SPEC,False,,Sphingomonas species,Sphingomonas species
,,,,,Staph,aureus coag +,S_A_C_+,False,,Staph aureus coag +,Staph aureus coag +
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,auricularis,STAP_AURI,True,p,Staphylococcus auricularis,Staphylococcus auricularis
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,capitis,STAP_CAPI,True,p,Staphylococcus capitis,Staphylococcus capitis
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,caprae,STAP_CAPR,True,p,Staphylococcus caprae,Staphylococcus caprae
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,caprae/capitis,STAP_CAPRA,False,p,Staphylococcus caprae/capitis,Staphylococcus caprae/capitis
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,epidermidis,STAP_EPID,True,p,Staphylococcus epidermidis,Staphylococcus epidermidis
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,haemolyticus,STAP_HAEM,True,p,Staphylococcus haemolyticus,Staphylococcus haemolyticus
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,hominis,STAP_HOMI,True,p,Staphylococcus hominis,Staphylococcus hominis
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,intermedius,STAP_INTE,True,p,Staphylococcus intermedius,Staphylococcus intermedius
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,lentus,STAP_LENT,True,p,Staphylococcus lentus,Staphylococcus lentus
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,lugdunensis,STAP_LUGD,True,p,Staphylococcus lugdunensis,Staphylococcus lugdunensis
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,pseudintermedius,STAP_PSEU,True,p,Staphylococcus pseudintermedius,Staphylococcus pseudintermedius
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,saprophyticus,STAP_SAPR,True,p,Staphylococcus saprophyticus,Staphylococcus saprophyticus
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,"saprophyticus, presumptive identification",S_S_P_I,False,p,"Staphylococcus saprophyticus, presumptive identification","Staphylococcus saprophyticus, presumptive identification"
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,schleiferi,STAP_SCHL,False,p,Staphylococcus schleiferi,Staphylococcus schleiferi
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,sciuri,STAP_SCIU,True,p,Staphylococcus sciuri,Staphylococcus sciuri
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,simulans,STAP_SIMU,True,p,Staphylococcus simulans,Staphylococcus simulans
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,species,STAP_SPEC,False,p,Staphylococcus species,Staphylococcus species
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,warneri,STAP_WARN,True,p,Staphylococcus warneri,Staphylococcus warneri
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,warneri/pasteuri,STAP_WARNE,False,p,Staphylococcus warneri/pasteuri,Staphylococcus warneri/pasteuri
,,,,,"Staphylococcus,",coagulase negative,STAP_COAGU,False,,"Staphylococcus, coagulase negative","Staphylococcus, coagulase negative"
,,,,,"Staphylococcus,","coagulase negative, presumptively not s. saprophyticus",S_C_N_P_N_S_S,False,,"Staphylococcus, coagulase negative, presumptively not s. saprophyticus","Staphylococcus, coagulase negative, presumptively not s. saprophyticus"
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,maltophilia,STEN_MALT,True,n,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia
,,,,,Streptoccus,salivarius group,STRE_SALIV,False,,Streptoccus salivarius group,Streptoccus salivarius group
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus,STRE_ANGI,True,p,Streptococcus anginosus,Streptococcus anginosus
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus (milleri) group,S_A_(_G,False,p,Streptococcus anginosus (milleri) group,Streptococcus anginosus (milleri) group
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,bovis ,STREP_BOVI,False,p,Streptococcus bovis ,Streptococcus bovis 
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,bovis group,STREP_BOVIS,False,p,Streptococcus bovis group,Streptococcus bovis group
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gallolyticus ssp. gallolyticus (streptococcus bovis),S_G_S_G_(_B,False,p,Streptococcus gallolyticus ssp. gallolyticus (streptococcus bovis),Streptococcus gallolyticus ssp. gallolyticus (streptococcus bovis)
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gallolyticus ssp. pasteurianus (streptococcus bovis),S_G_S_P_(_B,False,p,Streptococcus gallolyticus ssp. pasteurianus (streptococcus bovis),Streptococcus gallolyticus ssp. pasteurianus (streptococcus bovis)
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gordonii,STRE_GORD,True,p,Streptococcus gordonii,Streptococcus gordonii
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantarius ssp. coli (str. lutetiensis),S_I_S_C_(_L,False,p,Streptococcus infantarius ssp. coli (str. lutetiensis),Streptococcus infantarius ssp. coli (str. lutetiensis)
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantarius ssp. coli (streptococcus bovis),S_I_S_C_(_B,False,p,Streptococcus infantarius ssp. coli (streptococcus bovis),Streptococcus infantarius ssp. coli (streptococcus bovis)
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantarius ssp. infantarius (streptococcus bovis),S_I_S_I_(_B,False,p,Streptococcus infantarius ssp. infantarius (streptococcus bovis),Streptococcus infantarius ssp. infantarius (streptococcus bovis)
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,intermedius,STRE_INTE,True,p,Streptococcus intermedius,Streptococcus intermedius
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,milleri group,STRE_MILLE,False,p,Streptococcus milleri group,Streptococcus milleri group
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis,STRE_MITI,True,p,Streptococcus mitis,Streptococcus mitis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis group,STRE_MITIS,False,p,Streptococcus mitis group,Streptococcus mitis group
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis/oralis,STRE_MITIS/,False,p,Streptococcus mitis/oralis,Streptococcus mitis/oralis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mutans,STRE_MUTA,True,p,Streptococcus mutans,Streptococcus mutans
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis,STRE_ORAL,True,p,Streptococcus oralis,Streptococcus oralis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,STRE_PARA,True,p,Streptococcus parasanguinis,Streptococcus parasanguinis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pneumoniae,STRE_PNEU,True,p,Streptococcus pneumoniae,Streptococcus pneumoniae
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,STRE_SALI,True,p,Streptococcus salivarius,Streptococcus salivarius
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius ssp. salivarius,S_S_S_S,False,p,Streptococcus salivarius ssp. salivarius,Streptococcus salivarius ssp. salivarius
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarus,STRE_SALIVA,False,p,Streptococcus salivarus,Streptococcus salivarus
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sanguinis,STRE_SANG,True,p,Streptococcus sanguinis,Streptococcus sanguinis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,species,STRE_SPEC,False,p,Streptococcus species,Streptococcus species
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,vestibularis,STRE_VEST,True,p,Streptococcus vestibularis,Streptococcus vestibularis
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,species,STRE_SPECI,False,,Streptomyces species,Streptomyces species
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,species,VEIL_SPEC,False,,Veillonella species,Veillonella species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,parahaemolyticus,VIBR_PARA,True,n,Vibrio parahaemolyticus,Vibrio parahaemolyticus
,,,,,Viridans,streptococci,VIRI_STRE,False,,Viridans streptococci,Viridans streptococci
,,,,,Wautersiella,falsenii,WAUT_FALS,False,,Wautersiella falsenii,Wautersiella falsenii
